TypeOfDewelling,BldgType,AbvGrndLivArea,Neighborhood,KitchenQual,NumGarageCars,YearBuilt,YearRemodAdd,ExterQual,LotArea,LotShape,Fireplaces,NumBathroom,Basement1Type,Basement1SurfaceArea,Basement2Type,Basement2SurfaceArea,TotalBasementArea,GarageArea,1stFlrArea,2ndFlrArea,Utilities,OverallQual,SalePrice
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,754,IDOTRR,Average,0,1935,1982,Average,6780,Regular,0,1,GoodLivingQuarters,490,Unfinshed,0,520,0,520,0,AllUtilitiesAvl,6,84500
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,958,NPkVill,Average,2,1976,1976,Average,4928,SlightlyIrregular,1,2,AverageLivingQuarters,120,Unfinshed,0,1078,440,958,0,AllUtilitiesAvl,6,128000
1-1/2 STORY - UNFINISHED ALL AGES,OneFam,840,OldTown,Average,0,1930,1950,Average,4388,SlightlyIrregular,1,1,LowQuality,116,Unfinshed,0,672,0,840,0,AllUtilitiesAvl,5,87000
2-STORY 1946 & NEWER,OneFam,1348,NAmes,Average,2,1966,1966,Average,7590,Regular,1,1,BelowAverageLivingQuarters,512,Unfinshed,0,660,453,660,688,AllUtilitiesAvl,6,155000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1053,NAmes,Excellent,2,1958,1991,Average,8973,Regular,0,1,AverageRecRoom,567,BelowAverageLivingQuarters,28,1008,750,1053,0,AllUtilitiesAvl,5,150000
2-STORY 1946 & NEWER,OneFam,2157,NAmes,Good,2,1966,1966,Average,14200,Regular,2,2,AverageRecRoom,445,Unfinshed,0,924,487,1216,941,AllUtilitiesAvl,7,226000
2-STORY 1946 & NEWER,OneFam,2054,Gilbert,Good,2,2000,2000,Good,12224,SlightlyIrregular,1,2,GoodLivingQuarters,695,Unfinshed,0,992,390,1022,1032,AllUtilitiesAvl,6,244000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1327,NAmes,Good,2,1959,2002,Average,7388,Regular,0,1,AverageRecRoom,405,Unfinshed,0,1063,624,1327,0,AllUtilitiesAvl,5,150750
1-STORY 1946 & NEWER ALL STYLES,OneFam,1296,Timber,Good,2,2001,2002,Good,6853,SlightlyIrregular,0,2,GoodLivingQuarters,1005,Unfinshed,0,1267,471,1296,0,AllUtilitiesAvl,8,220000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1721,Sawyer,Average,2,1968,1993,Average,10335,SlightlyIrregular,1,2,AverageRecRoom,570,Unfinshed,0,1461,440,1721,0,AllUtilitiesAvl,5,180000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1682,NWAmes,Average,2,1970,1970,Average,10400,Regular,1,2,Unfinshed,0,Unfinshed,0,1304,530,1682,0,AllUtilitiesAvl,7,174000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1214,NAmes,Average,1,1967,1967,Average,10355,SlightlyIrregular,1,2,BelowAverageLivingQuarters,695,Unfinshed,0,1214,318,1214,0,AllUtilitiesAvl,5,143000
DUPLEX - ALL STYLES AND AGES,Duplex,1959,Mitchel,Average,3,1988,1989,Average,11070,Regular,0,3,Unfinshed,0,Unfinshed,0,1907,766,1959,0,AllUtilitiesAvl,7,171000
2-STORY 1946 & NEWER,OneFam,1852,CollgCr,Good,3,1999,2000,Good,9066,SlightlyIrregular,2,2,GoodLivingQuarters,668,Unfinshed,0,1004,660,1004,848,AllUtilitiesAvl,8,230000
2-STORY 1946 & NEWER,OneFam,1764,CollgCr,Good,2,1997,1997,Average,15426,SlightlyIrregular,0,2,GoodLivingQuarters,821,Unfinshed,0,928,470,928,836,AllUtilitiesAvl,6,231500
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,NAmes,Average,0,1971,1971,Average,10500,Regular,1,1,AverageLivingQuarters,432,Unfinshed,0,864,0,864,0,AllUtilitiesAvl,4,115000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1734,CollgCr,Good,2,2005,2005,Good,11645,Regular,0,2,GoodLivingQuarters,1300,Unfinshed,0,1734,660,1734,0,AllUtilitiesAvl,7,260000
1-1/2 STORY FINISHED ALL AGES,OneFam,1385,NAmes,Average,2,1952,1952,Average,8520,Regular,0,2,AverageRecRoom,507,Unfinshed,0,910,720,910,475,AllUtilitiesAvl,5,166000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1501,CollgCr,Good,2,1999,1999,Good,10335,SlightlyIrregular,0,2,GoodLivingQuarters,679,Unfinshed,0,1490,577,1501,0,AllUtilitiesAvl,7,204000
DUPLEX - ALL STYLES AND AGES,Duplex,1728,Sawyer,Average,2,1963,1963,Average,9100,Regular,0,2,AverageRecRoom,1332,Unfinshed,0,1728,504,1728,0,AllUtilitiesAvl,5,125000
2-STORY PUD - 1946 & NEWER,Twnhs,1709,Edwards,Good,2,2004,2006,Good,2522,Regular,0,2,Unfinshed,0,Unfinshed,0,970,380,970,739,AllUtilitiesAvl,6,130000
1-STORY 1945 & OLDER,OneFam,875,BrkSide,Average,1,1931,1993,Average,6120,Regular,0,1,BelowAverageLivingQuarters,209,Unfinshed,0,715,180,875,0,AllUtilitiesAvl,5,105000
2-STORY 1946 & NEWER,OneFam,2035,Gilbert,Good,2,2001,2001,Good,9505,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,884,434,884,1151,AllUtilitiesAvl,7,222500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1080,SawyerW,Good,0,2004,2005,Average,7500,Regular,0,1,GoodLivingQuarters,680,Unfinshed,0,1080,0,1080,0,AllUtilitiesAvl,7,141000
1-1/2 STORY FINISHED ALL AGES,OneFam,1344,BrkSide,Average,1,1936,1950,Average,6240,Regular,0,1,Unfinshed,0,Unfinshed,0,896,240,896,448,AllUtilitiesAvl,5,115000
1-STORY 1946 & NEWER ALL STYLES,OneFam,969,CollgCr,Average,2,1975,1975,Average,10356,Regular,0,1,BelowAverageLivingQuarters,716,Unfinshed,0,969,440,969,0,AllUtilitiesAvl,5,122000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1710,NridgHt,Good,3,2007,2008,Good,13891,Regular,1,2,GoodLivingQuarters,1400,Unfinshed,0,1710,866,1710,0,AllUtilitiesAvl,8,372402
2-STORY 1946 & NEWER,OneFam,1993,NWAmes,Average,2,1971,1971,Average,14803,SlightlyIrregular,1,2,AverageRecRoom,416,Unfinshed,0,825,495,1097,896,AllUtilitiesAvl,6,190000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1252,ClearCr,Average,2,1960,1975,Average,13500,Regular,1,1,BelowAverageLivingQuarters,429,AverageLivingQuarters,1080,1602,564,1252,0,AllUtilitiesAvl,6,235000
1-STORY 1945 & OLDER,OneFam,1200,OldTown,Average,1,1923,1950,Average,11340,Regular,0,1,Unfinshed,0,Unfinshed,0,1200,312,1200,0,AllUtilitiesAvl,6,125000
1-1/2 STORY FINISHED ALL AGES,OneFam,1096,Edwards,Average,0,1924,1950,Average,9600,Regular,0,1,Unfinshed,0,Unfinshed,0,572,0,572,524,AllUtilitiesAvl,6,79000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1040,NAmes,Average,2,1950,1950,Average,7200,Regular,0,1,,0,,0,0,625,1040,0,AllUtilitiesAvl,5,109500
2-STORY 1946 & NEWER,OneFam,1968,Timber,Excellent,3,2009,2010,Good,12003,Regular,1,2,Unfinshed,0,Unfinshed,0,774,680,774,1194,AllUtilitiesAvl,8,269500
2-STORY 1946 & NEWER,OneFam,1947,Somerst,Good,2,2004,2005,Good,12552,Regular,1,2,GoodLivingQuarters,222,Unfinshed,0,991,678,991,956,AllUtilitiesAvl,7,254900
2-STORY 1946 & NEWER,OneFam,2462,Gilbert,Good,2,2005,2006,Good,19378,SlightlyIrregular,1,2,GoodLivingQuarters,57,Unfinshed,0,1392,576,1392,1070,AllUtilitiesAvl,7,320000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1232,Veenker,Average,2,1984,1984,Average,11120,SlightlyIrregular,0,2,BelowAverageLivingQuarters,660,Unfinshed,0,1232,516,1232,0,AllUtilitiesAvl,6,162500
2-STORY 1946 & NEWER,OneFam,2668,NridgHt,Excellent,3,2003,2004,Good,13688,SlightlyIrregular,2,2,GoodLivingQuarters,1016,Unfinshed,0,1572,726,1572,1096,AllUtilitiesAvl,9,412500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1541,NridgHt,Good,2,2005,2005,Good,12182,Regular,1,2,BelowAverageLivingQuarters,1201,Unfinshed,0,1541,532,1541,0,AllUtilitiesAvl,7,220000
1-1/2 STORY - UNFINISHED ALL AGES,OneFam,882,OldTown,Average,0,1956,1956,Average,5500,Regular,0,1,Unfinshed,0,Unfinshed,0,882,0,882,0,AllUtilitiesAvl,4,103200
1-STORY W/FINISHED ATTIC ALL AGES,OneFam,1616,OldTown,Good,1,1926,2004,Average,5400,Regular,0,2,LowQuality,370,Unfinshed,0,1149,216,1149,467,AllUtilitiesAvl,6,152000
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1355,Edwards,Average,0,1940,1999,Average,10106,Regular,0,2,AverageLivingQuarters,351,AverageRecRoom,181,644,0,808,547,AllUtilitiesAvl,5,127500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1867,ClearCr,Average,1,1955,1993,Good,10708,SlightlyIrregular,3,1,LowQuality,379,BelowAverageLivingQuarters,768,1617,303,1867,0,AllUtilitiesAvl,5,190000
2-STORY 1946 & NEWER,OneFam,2161,NridgHt,Excellent,3,2007,2007,Good,10562,Regular,1,1,GoodLivingQuarters,1288,Unfinshed,0,1582,789,1610,551,AllUtilitiesAvl,8,325624
2-STORY 1946 & NEWER,OneFam,1720,Gilbert,Good,2,2004,2004,Good,8244,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,840,440,840,880,AllUtilitiesAvl,7,183500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1707,Timber,Average,2,1981,1981,Good,16669,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1686,511,1707,0,AllUtilitiesAvl,8,228000
1-1/2 STORY FINISHED ALL AGES,OneFam,1382,OldTown,Average,2,1941,1950,Average,12358,SlightlyIrregular,0,1,AverageRecRoom,360,Unfinshed,0,720,660,854,0,AllUtilitiesAvl,5,128500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1656,NAmes,Average,2,1960,1960,Average,31770,SlightlyIrregular,2,1,BelowAverageLivingQuarters,639,Unfinshed,0,1080,528,1656,0,AllUtilitiesAvl,6,215000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1767,StoneBr,Good,2,1987,1987,Good,5306,SlightlyIrregular,1,2,GoodLivingQuarters,495,AverageRecRoom,215,1064,504,1064,703,AllUtilitiesAvl,7,239000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1362,NAmes,Average,2,1961,1961,Average,10197,SlightlyIrregular,1,1,AverageLivingQuarters,288,AverageRecRoom,374,1362,504,1362,0,AllUtilitiesAvl,6,163000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1651,Timber,Average,2,1986,1986,Average,12416,SlightlyIrregular,1,2,AverageLivingQuarters,1398,LowQuality,208,1606,616,1651,0,AllUtilitiesAvl,6,184000
1-STORY 1946 & NEWER ALL STYLES,OneFam,2158,Edwards,Good,2,1950,2001,Average,12615,Regular,1,2,AverageLivingQuarters,477,Unfinshed,0,1202,576,2158,0,AllUtilitiesAvl,6,243000
2-STORY 1946 & NEWER,OneFam,2060,ClearCr,Average,2,1988,1989,Good,10029,SlightlyIrregular,1,2,GoodLivingQuarters,831,Unfinshed,0,1151,521,1164,896,AllUtilitiesAvl,6,211000
1-1/2 STORY FINISHED ALL AGES,OneFam,1920,Sawyer,Good,2,1958,1958,Good,13650,Regular,1,2,AverageLivingQuarters,57,BelowAverageLivingQuarters,441,1052,451,1252,668,AllUtilitiesAvl,5,172500
1-STORY 1946 & NEWER ALL STYLES,OneFam,2234,StoneBr,Excellent,3,2008,2009,Excellent,17423,SlightlyIrregular,1,2,GoodLivingQuarters,1904,Unfinshed,0,2216,1166,2234,0,AllUtilitiesAvl,9,501837
1-STORY 1945 & OLDER,OneFam,968,OldTown,Average,2,1923,2006,Good,8520,Regular,0,1,Unfinshed,0,Unfinshed,0,968,480,968,0,AllUtilitiesAvl,5,100000
2-STORY PUD - 1946 & NEWER,Twnhs,1525,Somerst,Good,2,2000,2000,Good,2117,Regular,1,2,GoodLivingQuarters,436,Unfinshed,0,756,440,769,756,AllUtilitiesAvl,6,177000
2-STORY 1945 & OLDER,OneFam,1802,Crawfor,Average,1,1920,1950,Average,7588,Regular,1,1,LowQuality,352,Unfinshed,0,793,216,901,901,AllUtilitiesAvl,7,200100
1-STORY 1946 & NEWER ALL STYLES,OneFam,1340,Edwards,Average,1,1957,2006,Average,9060,Regular,1,1,,0,,0,0,252,1340,0,AllUtilitiesAvl,5,120000
1-1/2 STORY FINISHED ALL AGES,OneFam,2082,OldTown,Good,2,2003,2003,Average,11426,Regular,0,2,Unfinshed,0,Unfinshed,0,1362,484,1362,720,AllUtilitiesAvl,7,200000
1-1/2 STORY FINISHED ALL AGES,OneFam,1252,BrkSide,Average,2,1908,1991,Average,7438,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,504,576,936,316,AllUtilitiesAvl,5,127000
2-1/2 STORY ALL AGES,OneFam,3608,OldTown,Excellent,3,1892,1993,Good,22950,ModeratelyIrregular,2,2,Unfinshed,0,Unfinshed,0,1107,840,1518,1518,AllUtilitiesAvl,10,475000
SPLIT OR MULTI-LEVEL,OneFam,1217,Mitchel,Good,2,1990,1991,Average,9947,SlightlyIrregular,0,2,GoodLivingQuarters,611,Unfinshed,0,1188,497,1217,0,AllUtilitiesAvl,7,173000
1-1/2 STORY FINISHED ALL AGES,OneFam,1656,OldTown,Average,1,1916,1987,Average,10410,Regular,0,2,Unfinshed,0,Unfinshed,0,660,180,808,704,AllUtilitiesAvl,5,135000
DUPLEX - ALL STYLES AND AGES,Duplex,1224,SawyerW,Average,2,1979,1979,Average,7018,Regular,2,0,GoodLivingQuarters,1086,Unfinshed,0,1086,528,1224,0,AllUtilitiesAvl,5,153337
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1593,StoneBr,Excellent,2,2001,2002,Good,4923,Regular,1,1,GoodLivingQuarters,1153,Unfinshed,0,1593,682,1593,0,AllUtilitiesAvl,8,286000
2-STORY 1945 & OLDER,OneFam,2727,Crawfor,Good,2,1932,1994,Good,10570,Regular,2,2,AverageRecRoom,297,Unfinshed,0,853,440,1549,1178,AllUtilitiesAvl,8,315000
2-STORY 1946 & NEWER,OneFam,1479,NAmes,Good,2,1972,2004,Average,7472,SlightlyIrregular,0,1,AverageLivingQuarters,626,Unfinshed,0,725,484,725,754,AllUtilitiesAvl,7,184000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1431,CollgCr,Good,2,1999,1999,Good,9017,SlightlyIrregular,0,2,GoodLivingQuarters,560,Unfinshed,0,1431,666,1431,0,AllUtilitiesAvl,7,192000
2-STORY PUD - 1946 & NEWER,Twnhs,1709,Edwards,Good,2,2004,2004,Good,2522,Regular,0,2,Unfinshed,0,Unfinshed,0,970,380,970,739,AllUtilitiesAvl,7,130000
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,CollgCr,Average,1,1972,1972,Average,7180,SlightlyIrregular,0,1,AverageLivingQuarters,390,Unfinshed,0,864,352,864,0,AllUtilitiesAvl,5,127000
2-STORY PUD - 1946 & NEWER,Twnhs,1456,NPkVill,Average,2,1976,1976,Average,2280,Regular,1,2,AverageLivingQuarters,566,Unfinshed,0,855,440,855,601,AllUtilitiesAvl,6,148500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1726,Somerst,Excellent,3,2007,2007,Excellent,9416,Regular,1,2,GoodLivingQuarters,1126,Unfinshed,0,1726,786,1726,0,AllUtilitiesAvl,7,311872
2-1/2 STORY ALL AGES,OneFam,3112,NAmes,Good,2,1918,1990,Good,25419,Regular,1,2,GoodLivingQuarters,1036,LowQuality,184,1360,795,1360,1360,AllUtilitiesAvl,8,235000
2-1/2 STORY ALL AGES,OneFam,2229,OldTown,Average,0,1912,1950,Average,5520,Regular,0,1,Unfinshed,0,Unfinshed,0,755,0,929,929,AllUtilitiesAvl,6,104000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1713,NridgHt,Excellent,3,2004,2005,Good,9591,Regular,1,2,GoodLivingQuarters,1088,Unfinshed,0,1713,856,1713,0,AllUtilitiesAvl,8,274900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1121,Edwards,Average,2,2003,2004,Average,8546,Regular,0,2,Unfinshed,0,Unfinshed,0,1121,440,1121,0,AllUtilitiesAvl,4,140000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1279,Mitchel,Average,2,1977,1977,Average,10125,Regular,2,2,AverageLivingQuarters,641,LowQuality,279,1196,473,1279,0,AllUtilitiesAvl,6,171500
1-1/2 STORY FINISHED ALL AGES,OneFam,1310,OldTown,Average,1,1924,1950,Average,7000,Regular,0,2,LowQuality,617,Unfinshed,0,617,398,865,445,AllUtilitiesAvl,6,112000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,848,CollgCr,Good,2,2004,2004,Good,4438,Regular,1,1,GoodLivingQuarters,662,Unfinshed,0,848,420,848,0,AllUtilitiesAvl,6,149000
1-1/2 STORY FINISHED ALL AGES,OneFam,1284,OldTown,Average,1,1947,1950,Average,3500,Regular,0,1,LowQuality,312,Unfinshed,0,720,240,720,564,AllUtilitiesAvl,5,110000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1442,Gilbert,Average,2,1990,1990,Average,11851,Regular,0,2,Unfinshed,0,Unfinshed,0,1424,500,1442,0,AllUtilitiesAvl,7,180500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1696,Sawyer,Average,1,1962,1962,Average,13673,SlightlyIrregular,1,1,Unfinshed,0,Unfinshed,0,1140,349,1696,0,AllUtilitiesAvl,5,143900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1100,NAmes,Average,1,1960,1960,Average,12493,SlightlyIrregular,1,1,AverageLivingQuarters,419,AverageRecRoom,306,1100,312,1100,0,AllUtilitiesAvl,4,141000
2-STORY 1946 & NEWER,OneFam,2062,SawyerW,Average,2,1988,1989,Good,14364,SlightlyIrregular,1,2,GoodLivingQuarters,1065,Unfinshed,0,1157,454,1180,882,AllUtilitiesAvl,7,277000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1092,NAmes,Average,2,1964,1964,Average,8250,Regular,0,1,AverageRecRoom,787,Unfinshed,0,1092,504,1092,0,AllUtilitiesAvl,6,145000
1-STORY 1945 & OLDER,OneFam,864,Edwards,Average,0,1925,1950,Average,5604,Regular,0,1,AverageRecRoom,468,Unfinshed,0,864,0,864,0,AllUtilitiesAvl,5,98000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1212,Edwards,Good,2,2009,2009,Average,10420,Regular,0,2,GoodLivingQuarters,36,Unfinshed,0,1212,460,1212,0,AllUtilitiesAvl,6,186000
2-STORY 1946 & NEWER,OneFam,1852,Somerst,Good,2,2009,2009,Average,8640,Regular,1,2,GoodLivingQuarters,822,Unfinshed,0,900,644,932,920,AllUtilitiesAvl,7,252678
1-STORY 1946 & NEWER ALL STYLES,OneFam,990,CollgCr,Average,2,1995,1995,Average,13568,ModeratelyIrregular,0,1,AverageLivingQuarters,716,Unfinshed,0,990,576,990,0,AllUtilitiesAvl,5,156000
2-STORY 1946 & NEWER,OneFam,1392,CollgCr,Average,1,1977,1977,Average,10900,SlightlyIrregular,0,1,GoodLivingQuarters,378,Unfinshed,0,689,299,689,703,AllUtilitiesAvl,6,161750
1-STORY 1946 & NEWER ALL STYLES,OneFam,1236,NAmes,Good,1,1957,1996,Average,10011,SlightlyIrregular,1,1,BelowAverageLivingQuarters,360,Unfinshed,0,1070,447,1236,0,AllUtilitiesAvl,5,134450
1-STORY 1946 & NEWER ALL STYLES,OneFam,1436,CollgCr,Good,2,2004,2004,Good,8450,Regular,0,2,GoodLivingQuarters,946,Unfinshed,0,1436,484,1436,0,AllUtilitiesAvl,7,210000
2-STORY 1945 & OLDER,OneFam,1328,OldTown,Average,1,1925,1950,Average,9906,Regular,0,1,Unfinshed,0,Unfinshed,0,686,210,810,518,AllUtilitiesAvl,4,107000
1-1/2 STORY FINISHED ALL AGES,OneFam,1954,Crawfor,Good,2,1939,2006,Good,15660,SlightlyIrregular,2,1,BelowAverageLivingQuarters,341,Unfinshed,0,798,431,1137,817,AllUtilitiesAvl,7,311500
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1248,Blmngtn,Good,2,2005,2006,Good,3010,Regular,0,2,GoodLivingQuarters,16,Unfinshed,0,1248,438,1248,0,AllUtilitiesAvl,7,167240
1-STORY 1946 & NEWER ALL STYLES,OneFam,1498,CollgCr,Good,2,2006,2006,Good,8990,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,1498,675,1498,0,AllUtilitiesAvl,7,204900
2-STORY 1946 & NEWER,OneFam,2267,Gilbert,Good,2,2002,2002,Good,8068,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1010,390,1010,1257,AllUtilitiesAvl,6,200000
2-STORY 1946 & NEWER,OneFam,1552,NWAmes,Average,2,1975,1975,Average,11475,Regular,1,2,AverageLivingQuarters,550,Unfinshed,0,713,434,811,741,AllUtilitiesAvl,6,179900
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,NAmes,Average,2,1971,1971,Average,10500,Regular,0,1,AverageLivingQuarters,524,LowQuality,180,864,576,864,0,AllUtilitiesAvl,4,97000
1-STORY 1946 & NEWER ALL STYLES,OneFam,2392,NridgHt,Excellent,3,2003,2003,Excellent,13472,Regular,1,2,GoodLivingQuarters,56,Unfinshed,0,2392,968,2392,0,AllUtilitiesAvl,10,386250
2-STORY PUD - 1946 & NEWER,Twnhs,1302,BrDale,Average,1,1971,1971,Average,1680,Regular,0,2,Unfinshed,0,Unfinshed,0,630,280,630,672,AllUtilitiesAvl,5,112000
2-STORY 1946 & NEWER,OneFam,2520,NoRidge,Good,3,1995,1995,Good,9950,SlightlyIrregular,1,2,GoodLivingQuarters,565,Unfinshed,0,1203,721,1214,1306,AllUtilitiesAvl,7,290000
2-STORY PUD - 1946 & NEWER,Twnhs,987,BrDale,Average,1,1970,1970,Average,1869,Regular,0,1,AverageRecRoom,321,Unfinshed,0,483,280,483,504,AllUtilitiesAvl,6,106000
1-STORY 1946 & NEWER ALL STYLES,OneFam,912,Sawyer,Average,1,1967,1967,Average,8521,Regular,1,1,AverageLivingQuarters,842,Unfinshed,0,912,336,912,0,AllUtilitiesAvl,5,125000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1555,Blmngtn,Good,2,2005,2006,Good,3182,Regular,1,2,GoodLivingQuarters,16,Unfinshed,0,1373,430,1555,0,AllUtilitiesAvl,7,192500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1194,NAmes,Average,1,1959,1959,Average,8760,Regular,0,1,Unfinshed,0,Unfinshed,0,1194,312,1194,0,AllUtilitiesAvl,6,148000
2-STORY 1946 & NEWER,OneFam,2794,NoRidge,Excellent,3,1995,1996,Good,15138,SlightlyIrregular,1,2,GoodLivingQuarters,689,Unfinshed,0,1462,810,1490,1304,AllUtilitiesAvl,8,403000
2-STORY PUD - 1946 & NEWER,Twnhs,987,BrDale,Average,1,1972,1972,Average,1680,Regular,1,1,Unfinshed,0,Unfinshed,0,483,288,483,504,AllUtilitiesAvl,6,94500
1-STORY 1946 & NEWER ALL STYLES,OneFam,894,CollgCr,Average,1,1976,1976,Average,10650,Regular,0,1,LowQuality,182,AverageLivingQuarters,712,894,308,894,0,AllUtilitiesAvl,5,128200
2-STORY 1946 & NEWER,OneFam,1960,Gilbert,Good,2,2002,2002,Good,7851,Regular,2,2,GoodLivingQuarters,625,Unfinshed,0,860,440,860,1100,AllUtilitiesAvl,6,216500
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,987,BrDale,Average,1,1971,1971,Average,1680,Regular,0,1,AverageLivingQuarters,358,Unfinshed,0,483,264,483,504,AllUtilitiesAvl,6,89500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1414,CollgCr,Good,2,2004,2004,Good,8773,Regular,0,2,GoodLivingQuarters,24,Unfinshed,0,1414,494,1414,0,AllUtilitiesAvl,7,185500
2-STORY 1946 & NEWER,OneFam,1744,SawyerW,Good,2,1993,2003,Good,9453,SlightlyIrregular,0,2,BelowAverageLivingQuarters,402,Unfinshed,0,996,457,1014,730,AllUtilitiesAvl,7,194500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1694,NridgHt,Good,3,2007,2007,Excellent,12030,Regular,0,2,Unfinshed,0,Unfinshed,0,1694,818,1694,0,AllUtilitiesAvl,8,318000
1-1/2 STORY FINISHED ALL AGES,OneFam,1487,Edwards,Average,1,1945,1950,Average,8741,Regular,1,1,LowQuality,94,Unfinshed,0,735,220,798,689,AllUtilitiesAvl,6,113000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1566,Somerst,Good,2,2008,2008,Good,9000,Regular,0,2,GoodLivingQuarters,1078,Unfinshed,0,1566,750,1566,0,AllUtilitiesAvl,8,262500
1-STORY 1945 & OLDER,OneFam,866,OldTown,Good,0,1945,1997,Average,3880,Regular,0,1,AverageLivingQuarters,329,Unfinshed,0,686,0,866,0,AllUtilitiesAvl,5,110500
1-1/2 STORY FINISHED ALL AGES,OneFam,1440,OldTown,Average,1,1900,1950,Average,5000,Regular,0,1,Unfinshed,0,Unfinshed,0,540,352,889,551,AllUtilitiesAvl,5,79000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1217,SawyerW,Average,1,1980,1980,Average,10762,Regular,1,1,Unfinshed,0,Unfinshed,0,626,288,626,591,AllUtilitiesAvl,6,120000
2-STORY 1946 & NEWER,OneFam,2110,SawyerW,Good,2,1994,2002,Good,8880,SlightlyIrregular,2,2,GoodLivingQuarters,695,Unfinshed,0,948,463,1222,888,AllUtilitiesAvl,7,205000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1872,NWAmes,Average,2,1988,1988,Average,10400,Regular,1,2,GoodLivingQuarters,929,Unfinshed,0,1845,604,1872,0,AllUtilitiesAvl,7,241500
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1928,OldTown,Fair,1,1910,1950,Average,9142,Regular,0,2,Unfinshed,0,Unfinshed,0,1020,440,908,1020,AllUtilitiesAvl,6,137000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1375,NAmes,Average,2,1954,1954,Average,11310,Regular,1,1,Unfinshed,0,Unfinshed,0,1367,451,1375,0,AllUtilitiesAvl,6,140000
2-STORY 1946 & NEWER,OneFam,1668,CollgCr,Good,2,2003,2003,Good,11317,Regular,0,2,Unfinshed,0,Unfinshed,0,840,500,840,828,AllUtilitiesAvl,7,180000
1-1/2 STORY FINISHED ALL AGES,OneFam,2144,ClearCr,Good,2,1958,2006,Good,159000,ModeratelyIrregular,2,2,AverageRecRoom,697,Unfinshed,0,1444,389,1444,700,AllUtilitiesAvl,6,277000
1-STORY 1945 & OLDER,OneFam,1306,BrkSide,Fair,0,1940,1966,Average,5350,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,728,0,1306,0,AllUtilitiesAvl,3,76500
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1625,Crawfor,Good,2,2006,2007,Good,4750,SlightlyIrregular,1,2,GoodLivingQuarters,1573,Unfinshed,0,1573,538,1625,0,AllUtilitiesAvl,8,235000
